n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,level,N,N,mean_PSD
250,15,0.6,I,SbJ,Supremum,0.2,single,gumbel,100,1,1000,1
50,15,0.6,Sh,ShP,Euclidean,0,none,clayton,57.4,1,1000,0
50,15,0.6,Sh,ShP,Supremum,0,none,clayton,39.4,1,1000,0
50,15,0.6,I,ShP,Euclidean,0,none,clayton,1.2,1,1000,0
50,15,0.6,I,ShP,Supremum,0,none,clayton,2.5,1,1000,0
50,15,0.6,Sh,SbP,Euclidean,0,none,clayton,4.8,1,1000,1
50,15,0.6,Sh,SbP,Supremum,0,none,clayton,4.1,1,1000,1
50,15,0.6,I,SbP,Euclidean,0,none,clayton,3.4,1,1000,1
50,15,0.6,I,SbP,Supremum,0,none,clayton,4.7,1,1000,1
50,15,0.6,Sh,ShJ,Euclidean,0,none,clayton,56.5,1,1000,1
50,15,0.6,Sh,ShJ,Supremum,0,none,clayton,39.8,1,1000,1
50,15,0.6,I,ShJ,Euclidean,0,none,clayton,0.3,1,2000,
50,15,0.6,I,ShJ,Supremum,0,none,clayton,1.1,1,2000,
50,15,0.6,Sh,SbJ,Euclidean,0,none,clayton,1.9,1,1000,1
50,15,0.6,Sh,SbJ,Supremum,0,none,clayton,2.7,1,1000,1
50,15,0.6,I,SbJ,Euclidean,0,none,clayton,2.7,1,1000,1
50,15,0.6,I,SbJ,Supremum,0,none,clayton,3.6,1,1000,1
100,5,0.3,Sh,ShP,Euclidean,0.2,single,clayton,86.2,1,1000,1
100,5,0.3,Sh,ShP,Supremum,0.2,single,clayton,82.6,1,1000,1
100,5,0.3,I,ShP,Euclidean,0.2,single,clayton,67.2,1,1000,1
100,5,0.3,I,ShP,Supremum,0.2,single,clayton,82.8,1,1000,1
100,5,0.3,Sh,SbP,Euclidean,0.2,single,clayton,73.8,1,1000,1
100,5,0.3,Sh,SbP,Supremum,0.2,single,clayton,83.6,1,1000,1
100,5,0.3,I,SbP,Euclidean,0.2,single,clayton,65.7,1,1000,1
100,5,0.3,I,SbP,Supremum,0.2,single,clayton,81.2,1,1000,1
100,5,0.3,Sh,ShJ,Euclidean,0.2,single,clayton,83.6,1,1000,1
100,5,0.3,Sh,ShJ,Supremum,0.2,single,clayton,79.9,1,1000,1
100,5,0.3,I,ShJ,Euclidean,0.2,single,clayton,61.7,1,2000,
100,5,0.3,I,ShJ,Supremum,0.2,single,clayton,80.85,1,2000,
100,5,0.3,Sh,SbJ,Euclidean,0.2,single,clayton,76.6,1,1000,1
100,5,0.3,Sh,SbJ,Supremum,0.2,single,clayton,84.3,1,1000,1
100,5,0.3,I,SbJ,Euclidean,0.2,single,clayton,67.6,1,1000,1
100,5,0.3,I,SbJ,Supremum,0.2,single,clayton,81.9,1,1000,1
150,5,0.3,Sh,ShP,Euclidean,0.2,single,clayton,94.3,1,1000,1
150,5,0.3,Sh,ShP,Supremum,0.2,single,clayton,95.8,1,1000,1
150,5,0.3,I,ShP,Euclidean,0.2,single,clayton,88.3,1,1000,1
150,5,0.3,I,ShP,Supremum,0.2,single,clayton,95.9,1,1000,1
150,5,0.3,Sh,SbP,Euclidean,0.2,single,clayton,92.1,1,1000,1
150,5,0.3,Sh,SbP,Supremum,0.2,single,clayton,96.7,1,1000,1
150,5,0.3,I,SbP,Euclidean,0.2,single,clayton,87.1,1,1000,1
150,5,0.3,I,SbP,Supremum,0.2,single,clayton,95.5,1,1000,1
150,5,0.3,Sh,ShJ,Euclidean,0.2,single,clayton,93.2,1,1000,1
150,5,0.3,Sh,ShJ,Supremum,0.2,single,clayton,95.1,1,1000,1
150,5,0.3,I,ShJ,Euclidean,0.2,single,clayton,86.5,1,2000,
150,5,0.3,I,ShJ,Supremum,0.2,single,clayton,96.05,1,2000,
150,5,0.3,Sh,SbJ,Euclidean,0.2,single,clayton,92.7,1,1000,1
150,5,0.3,Sh,SbJ,Supremum,0.2,single,clayton,96.9,1,1000,1
150,5,0.3,I,SbJ,Euclidean,0.2,single,clayton,88.2,1,1000,1
150,5,0.3,I,SbJ,Supremum,0.2,single,clayton,95.6,1,1000,1
150,5,0.3,Sh,ShP,Euclidean,0.1,single,gumbel,43,1,1000,1
150,5,0.3,Sh,ShP,Supremum,0.1,single,gumbel,34.6,1,1000,1
150,5,0.3,I,ShP,Euclidean,0.1,single,gumbel,24.4,1,1000,1
150,5,0.3,I,ShP,Supremum,0.1,single,gumbel,33.4,1,1000,1
150,5,0.3,Sh,SbP,Euclidean,0.1,single,gumbel,28,1,1000,1
150,5,0.3,Sh,SbP,Supremum,0.1,single,gumbel,34.9,1,1000,1
150,5,0.3,I,SbP,Euclidean,0.1,single,gumbel,24.1,1,1000,1
150,5,0.3,I,SbP,Supremum,0.1,single,gumbel,31.8,1,1000,1
150,5,0.3,Sh,ShJ,Euclidean,0.1,single,gumbel,39.2,1,1000,1
150,5,0.3,Sh,ShJ,Supremum,0.1,single,gumbel,32,1,1000,1
150,5,0.3,I,ShJ,Euclidean,0.1,single,gumbel,23.25,1,2000,
150,5,0.3,I,ShJ,Supremum,0.1,single,gumbel,32.15,1,2000,
150,5,0.3,Sh,SbJ,Euclidean,0.1,single,gumbel,29.7,1,1000,1
150,5,0.3,Sh,SbJ,Supremum,0.1,single,gumbel,35.7,1,1000,1
150,5,0.3,I,SbJ,Euclidean,0.1,single,gumbel,24.6,1,1000,1
150,5,0.3,I,SbJ,Supremum,0.1,single,gumbel,32.1,1,1000,1
50,15,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,78.6,1,1000,0
50,15,0.3,Sh,ShP,Supremum,0.1,column,gumbel,59.3,1,1000,0
50,15,0.3,I,ShP,Euclidean,0.1,column,gumbel,14,1,1000,0
50,15,0.3,I,ShP,Supremum,0.1,column,gumbel,14.7,1,1000,0
50,15,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,7.8,1,1000,1
50,15,0.3,Sh,SbP,Supremum,0.1,column,gumbel,6.5,1,1000,1
50,15,0.3,I,SbP,Euclidean,0.1,column,gumbel,22.6,1,1000,1
50,15,0.3,I,SbP,Supremum,0.1,column,gumbel,17,1,1000,1
50,15,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,72.5,1,1000,1
50,15,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,51.5,1,1000,1
50,15,0.3,I,ShJ,Euclidean,0.1,column,gumbel,8.95,1,2000,
50,15,0.3,I,ShJ,Supremum,0.1,column,gumbel,11.95,1,2000,
50,15,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,7.2,1,1000,1
50,15,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,5.4,1,1000,1
50,15,0.3,I,SbJ,Euclidean,0.1,column,gumbel,23.3,1,1000,1
50,15,0.3,I,SbJ,Supremum,0.1,column,gumbel,17.5,1,1000,1
250,5,0.6,Sh,ShP,Euclidean,0,none,clayton,8,1,1000,1
250,5,0.6,Sh,ShP,Supremum,0,none,clayton,7.1,1,1000,1
250,5,0.6,I,ShP,Euclidean,0,none,clayton,4.1,1,1000,1
250,5,0.6,I,ShP,Supremum,0,none,clayton,5.2,1,1000,1
250,5,0.6,Sh,SbP,Euclidean,0,none,clayton,4,1,1000,1
250,5,0.6,Sh,SbP,Supremum,0,none,clayton,4.3,1,1000,1
250,5,0.6,I,SbP,Euclidean,0,none,clayton,3.9,1,1000,1
250,5,0.6,I,SbP,Supremum,0,none,clayton,4.4,1,1000,1
250,5,0.6,Sh,ShJ,Euclidean,0,none,clayton,6.8,1,1000,1
250,5,0.6,Sh,ShJ,Supremum,0,none,clayton,5.9,1,1000,1
250,5,0.6,I,ShJ,Euclidean,0,none,clayton,3.8,1,1000,1
250,5,0.6,I,ShJ,Supremum,0,none,clayton,4.1,1,1000,1
250,5,0.6,Sh,SbJ,Euclidean,0,none,clayton,4,1,1000,1
250,5,0.6,Sh,SbJ,Supremum,0,none,clayton,4.5,1,1000,1
250,5,0.6,I,SbJ,Euclidean,0,none,clayton,3.9,1,1000,1
250,5,0.6,I,SbJ,Supremum,0,none,clayton,4.4,1,1000,1
150,15,0.6,Sh,ShP,Euclidean,0.1,single,clayton,100,1,1000,0
150,15,0.6,Sh,ShP,Supremum,0.1,single,clayton,96.5,1,1000,0
150,15,0.6,I,ShP,Euclidean,0.1,single,clayton,7.2,1,1000,0
150,15,0.6,I,ShP,Supremum,0.1,single,clayton,51.4,1,1000,0
150,15,0.6,Sh,SbP,Euclidean,0.1,single,clayton,41.1,1,1000,1
150,15,0.6,Sh,SbP,Supremum,0.1,single,clayton,87.2,1,1000,1
150,15,0.6,I,SbP,Euclidean,0.1,single,clayton,9.9,1,1000,1
150,15,0.6,I,SbP,Supremum,0.1,single,clayton,54,1,1000,1
150,15,0.6,Sh,ShJ,Euclidean,0.1,single,clayton,100,1,1000,1
150,15,0.6,Sh,ShJ,Supremum,0.1,single,clayton,93.3,1,1000,1
150,15,0.6,I,ShJ,Euclidean,0.1,single,clayton,3.95,1,2000,
150,15,0.6,I,ShJ,Supremum,0.1,single,clayton,45.35,1,2000,
150,15,0.6,Sh,SbJ,Euclidean,0.1,single,clayton,33.1,1,1000,1
150,15,0.6,Sh,SbJ,Supremum,0.1,single,clayton,85.8,1,1000,1
150,15,0.6,I,SbJ,Euclidean,0.1,single,clayton,9,1,1000,1
150,15,0.6,I,SbJ,Supremum,0.1,single,clayton,51.9,1,1000,1
150,15,0.6,Sh,ShP,Euclidean,0.2,single,clayton,100,1,1000,0
150,15,0.6,Sh,ShP,Supremum,0.2,single,clayton,100,1,1000,0
150,15,0.6,I,ShP,Euclidean,0.2,single,clayton,38.1,1,1000,0
150,15,0.6,I,ShP,Supremum,0.2,single,clayton,100,1,1000,0
150,15,0.6,Sh,SbP,Euclidean,0.2,single,clayton,99.9,1,1000,1
150,15,0.6,Sh,SbP,Supremum,0.2,single,clayton,100,1,1000,1
150,15,0.6,I,SbP,Euclidean,0.2,single,clayton,46.6,1,1000,1
150,15,0.6,I,SbP,Supremum,0.2,single,clayton,100,1,1000,1
150,15,0.6,Sh,ShJ,Euclidean,0.2,single,clayton,100,1,1000,1
150,15,0.6,Sh,ShJ,Supremum,0.2,single,clayton,99.9,1,1000,1
150,15,0.6,I,ShJ,Euclidean,0.2,single,clayton,28.3,1,2000,
150,15,0.6,I,ShJ,Supremum,0.2,single,clayton,100,1,2000,
150,15,0.6,Sh,SbJ,Euclidean,0.2,single,clayton,99.8,1,1000,1
150,15,0.6,Sh,SbJ,Supremum,0.2,single,clayton,100,1,1000,1
150,15,0.6,I,SbJ,Euclidean,0.2,single,clayton,44.3,1,1000,1
150,15,0.6,I,SbJ,Supremum,0.2,single,clayton,100,1,1000,1
100,15,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,99.9,1,1000,0
100,15,0.3,Sh,ShP,Supremum,0.1,column,gumbel,98.6,1,1000,0
100,15,0.3,I,ShP,Euclidean,0.1,column,gumbel,46.1,1,1000,0
100,15,0.3,I,ShP,Supremum,0.1,column,gumbel,41.2,1,1000,0
100,15,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,23.3,1,1000,1
100,15,0.3,Sh,SbP,Supremum,0.1,column,gumbel,13.4,1,1000,1
100,15,0.3,I,SbP,Euclidean,0.1,column,gumbel,52.9,1,1000,1
100,15,0.3,I,SbP,Supremum,0.1,column,gumbel,42.6,1,1000,1
100,15,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,100,1,1000,1
100,15,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,100,1,1000,1
100,15,0.3,I,ShJ,Euclidean,0.1,column,gumbel,36.75,1,2000,
100,15,0.3,I,ShJ,Supremum,0.1,column,gumbel,34.4,1,2000,
100,15,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,22,1,1000,1
100,15,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,13.2,1,1000,1
100,15,0.3,I,SbJ,Euclidean,0.1,column,gumbel,53.2,1,1000,1
100,15,0.3,I,SbJ,Supremum,0.1,column,gumbel,42.8,1,1000,1
100,5,0.3,Sh,ShP,Euclidean,0.2,single,gumbel,84.5,1,1000,1
100,5,0.3,Sh,ShP,Supremum,0.2,single,gumbel,80.1,1,1000,1
100,5,0.3,I,ShP,Euclidean,0.2,single,gumbel,70.3,1,1000,1
100,5,0.3,I,ShP,Supremum,0.2,single,gumbel,85.8,1,1000,1
100,5,0.3,Sh,SbP,Euclidean,0.2,single,gumbel,73.4,1,1000,1
100,5,0.3,Sh,SbP,Supremum,0.2,single,gumbel,84.3,1,1000,1
100,5,0.3,I,SbP,Euclidean,0.2,single,gumbel,68.3,1,1000,1
100,5,0.3,I,SbP,Supremum,0.2,single,gumbel,83.8,1,1000,1
100,5,0.3,Sh,ShJ,Euclidean,0.2,single,gumbel,82.1,1,1000,1
100,5,0.3,Sh,ShJ,Supremum,0.2,single,gumbel,77,1,1000,1
100,5,0.3,I,ShJ,Euclidean,0.2,single,gumbel,64.85,1,2000,
100,5,0.3,I,ShJ,Supremum,0.2,single,gumbel,83.25,1,2000,
100,5,0.3,Sh,SbJ,Euclidean,0.2,single,gumbel,75.3,1,1000,1
100,5,0.3,Sh,SbJ,Supremum,0.2,single,gumbel,85.1,1,1000,1
100,5,0.3,I,SbJ,Euclidean,0.2,single,gumbel,70.8,1,1000,1
100,5,0.3,I,SbJ,Supremum,0.2,single,gumbel,84.4,1,1000,1
50,5,0.6,Sh,ShP,Euclidean,0.2,single,gumbel,97.1,1,1000,0.977
50,5,0.6,Sh,ShP,Supremum,0.2,single,gumbel,83.9,1,1000,0.977
50,5,0.6,I,ShP,Euclidean,0.2,single,gumbel,84,1,1000,0.977
50,5,0.6,I,ShP,Supremum,0.2,single,gumbel,96.7,1,1000,0.977
50,5,0.6,Sh,SbP,Euclidean,0.2,single,gumbel,89.2,1,1000,1
50,5,0.6,Sh,SbP,Supremum,0.2,single,gumbel,97,1,1000,1
50,5,0.6,I,SbP,Euclidean,0.2,single,gumbel,81.5,1,1000,1
50,5,0.6,I,SbP,Supremum,0.2,single,gumbel,95.6,1,1000,1
50,5,0.6,Sh,ShJ,Euclidean,0.2,single,gumbel,91.8,1,1000,1
50,5,0.6,Sh,ShJ,Supremum,0.2,single,gumbel,61.1,1,1000,1
50,5,0.6,I,ShJ,Euclidean,0.2,single,gumbel,69.45,1,2000,
50,5,0.6,I,ShJ,Supremum,0.2,single,gumbel,94.35,1,2000,
50,5,0.6,Sh,SbJ,Euclidean,0.2,single,gumbel,89.7,1,1000,1
50,5,0.6,Sh,SbJ,Supremum,0.2,single,gumbel,96.8,1,1000,1
50,5,0.6,I,SbJ,Euclidean,0.2,single,gumbel,81,1,1000,1
50,5,0.6,I,SbJ,Supremum,0.2,single,gumbel,95.4,1,1000,1
150,15,0.3,Sh,ShP,Euclidean,0.2,single,clayton,100,1,1000,0.007
150,15,0.3,Sh,ShP,Supremum,0.2,single,clayton,100,1,1000,0.007
150,15,0.3,I,ShP,Euclidean,0.2,single,clayton,12.5,1,1000,0.007
150,15,0.3,I,ShP,Supremum,0.2,single,clayton,84.7,1,1000,0.007
150,15,0.3,Sh,SbP,Euclidean,0.2,single,clayton,50.9,1,1000,1
150,15,0.3,Sh,SbP,Supremum,0.2,single,clayton,95,1,1000,1
150,15,0.3,I,SbP,Euclidean,0.2,single,clayton,16.4,1,1000,1
150,15,0.3,I,SbP,Supremum,0.2,single,clayton,85,1,1000,1
150,15,0.3,Sh,ShJ,Euclidean,0.2,single,clayton,100,1,1000,1
150,15,0.3,Sh,ShJ,Supremum,0.2,single,clayton,100,1,1000,1
150,15,0.3,I,ShJ,Euclidean,0.2,single,clayton,8.9,1,2000,
150,15,0.3,I,ShJ,Supremum,0.2,single,clayton,81.95,1,2000,
150,15,0.3,Sh,SbJ,Euclidean,0.2,single,clayton,49.7,1,1000,1
150,15,0.3,Sh,SbJ,Supremum,0.2,single,clayton,94.8,1,1000,1
150,15,0.3,I,SbJ,Euclidean,0.2,single,clayton,17.3,1,1000,1
150,15,0.3,I,SbJ,Supremum,0.2,single,clayton,84.4,1,1000,1
150,5,0.6,Sh,ShP,Euclidean,0.1,single,clayton,83.8,1,1000,1
150,5,0.6,Sh,ShP,Supremum,0.1,single,clayton,77.2,1,1000,1
150,5,0.6,I,ShP,Euclidean,0.1,single,clayton,64.3,1,1000,1
150,5,0.6,I,ShP,Supremum,0.1,single,clayton,82.6,1,1000,1
150,5,0.6,Sh,SbP,Euclidean,0.1,single,clayton,79.8,1,1000,1
150,5,0.6,Sh,SbP,Supremum,0.1,single,clayton,87.1,1,1000,1
150,5,0.6,I,SbP,Euclidean,0.1,single,clayton,64.4,1,1000,1
150,5,0.6,I,SbP,Supremum,0.1,single,clayton,81.6,1,1000,1
150,5,0.6,Sh,ShJ,Euclidean,0.1,single,clayton,80.4,1,1000,1
150,5,0.6,Sh,ShJ,Supremum,0.1,single,clayton,72.6,1,1000,1
150,5,0.6,I,ShJ,Euclidean,0.1,single,clayton,59.95,1,2000,
150,5,0.6,I,ShJ,Supremum,0.1,single,clayton,81.6,1,2000,
150,5,0.6,Sh,SbJ,Euclidean,0.1,single,clayton,79.7,1,1000,1
150,5,0.6,Sh,SbJ,Supremum,0.1,single,clayton,86.8,1,1000,1
150,5,0.6,I,SbJ,Euclidean,0.1,single,clayton,63.9,1,1000,1
150,5,0.6,I,SbJ,Supremum,0.1,single,clayton,81.1,1,1000,1
250,15,0.6,Sh,ShP,Euclidean,0.1,column,clayton,99.9,1,1000,1
250,15,0.6,Sh,ShP,Supremum,0.1,column,clayton,79.8,1,1000,1
250,15,0.6,I,ShP,Euclidean,0.1,column,clayton,100,1,1000,1
250,15,0.6,I,ShP,Supremum,0.1,column,clayton,100,1,1000,1
250,15,0.6,Sh,SbP,Euclidean,0.1,column,clayton,98.1,1,1000,1
250,15,0.6,Sh,SbP,Supremum,0.1,column,clayton,82.8,1,1000,1
250,15,0.6,I,SbP,Euclidean,0.1,column,clayton,100,1,1000,1
250,15,0.6,I,SbP,Supremum,0.1,column,clayton,100,1,1000,1
250,15,0.6,Sh,ShJ,Euclidean,0.1,column,clayton,99.3,1,1000,1
250,15,0.6,Sh,ShJ,Supremum,0.1,column,clayton,58.5,1,1000,1
250,15,0.6,I,ShJ,Euclidean,0.1,column,clayton,100,1,1000,1
250,15,0.6,I,ShJ,Supremum,0.1,column,clayton,100,1,1000,1
250,15,0.6,Sh,SbJ,Euclidean,0.1,column,clayton,97.8,1,1000,1
250,15,0.6,Sh,SbJ,Supremum,0.1,column,clayton,84.3,1,1000,1
250,15,0.6,I,SbJ,Euclidean,0.1,column,clayton,100,1,1000,1
250,15,0.6,I,SbJ,Supremum,0.1,column,clayton,100,1,1000,1
150,5,0.3,Sh,ShP,Euclidean,0.1,single,clayton,39.7,1,1000,1
150,5,0.3,Sh,ShP,Supremum,0.1,single,clayton,35.7,1,1000,1
150,5,0.3,I,ShP,Euclidean,0.1,single,clayton,22.4,1,1000,1
150,5,0.3,I,ShP,Supremum,0.1,single,clayton,31.1,1,1000,1
150,5,0.3,Sh,SbP,Euclidean,0.1,single,clayton,26,1,1000,1
150,5,0.3,Sh,SbP,Supremum,0.1,single,clayton,32.1,1,1000,1
150,5,0.3,I,SbP,Euclidean,0.1,single,clayton,20.6,1,1000,1
150,5,0.3,I,SbP,Supremum,0.1,single,clayton,29,1,1000,1
150,5,0.3,Sh,ShJ,Euclidean,0.1,single,clayton,36,1,1000,1
150,5,0.3,Sh,ShJ,Supremum,0.1,single,clayton,32.9,1,1000,1
150,5,0.3,I,ShJ,Euclidean,0.1,single,clayton,19.8,1,2000,
150,5,0.3,I,ShJ,Supremum,0.1,single,clayton,28.55,1,2000,
150,5,0.3,Sh,SbJ,Euclidean,0.1,single,clayton,27.8,1,1000,1
150,5,0.3,Sh,SbJ,Supremum,0.1,single,clayton,33.1,1,1000,1
150,5,0.3,I,SbJ,Euclidean,0.1,single,clayton,22.5,1,1000,1
150,5,0.3,I,SbJ,Supremum,0.1,single,clayton,29.8,1,1000,1
50,5,0.6,Sh,ShP,Euclidean,0,none,clayton,30.9,1,1000,0.999
50,5,0.6,Sh,ShP,Supremum,0,none,clayton,27.3,1,1000,0.999
50,5,0.6,I,ShP,Euclidean,0,none,clayton,3.1,1,1000,0.999
50,5,0.6,I,ShP,Supremum,0,none,clayton,5.5,1,1000,0.999
50,5,0.6,Sh,SbP,Euclidean,0,none,clayton,3.2,1,1000,1
50,5,0.6,Sh,SbP,Supremum,0,none,clayton,4.2,1,1000,1
50,5,0.6,I,SbP,Euclidean,0,none,clayton,2,1,1000,1
50,5,0.6,I,SbP,Supremum,0,none,clayton,3.3,1,1000,1
50,5,0.6,Sh,ShJ,Euclidean,0,none,clayton,12.4,1,1000,1
50,5,0.6,Sh,ShJ,Supremum,0,none,clayton,12.2,1,1000,1
50,5,0.6,I,ShJ,Euclidean,0,none,clayton,1.3,1,2000,
50,5,0.6,I,ShJ,Supremum,0,none,clayton,2.45,1,2000,
50,5,0.6,Sh,SbJ,Euclidean,0,none,clayton,2.9,1,1000,1
50,5,0.6,Sh,SbJ,Supremum,0,none,clayton,3.6,1,1000,1
50,5,0.6,I,SbJ,Euclidean,0,none,clayton,2.7,1,1000,1
50,5,0.6,I,SbJ,Supremum,0,none,clayton,3.1,1,1000,1
150,5,0.6,Sh,ShP,Euclidean,0,none,gumbel,8,1,1000,1
150,5,0.6,Sh,ShP,Supremum,0,none,gumbel,9.5,1,1000,1
150,5,0.6,I,ShP,Euclidean,0,none,gumbel,3.9,1,1000,1
150,5,0.6,I,ShP,Supremum,0,none,gumbel,4.4,1,1000,1
150,5,0.6,Sh,SbP,Euclidean,0,none,gumbel,2.8,1,1000,1
150,5,0.6,Sh,SbP,Supremum,0,none,gumbel,4.6,1,1000,1
150,5,0.6,I,SbP,Euclidean,0,none,gumbel,3.5,1,1000,1
150,5,0.6,I,SbP,Supremum,0,none,gumbel,4.3,1,1000,1
150,5,0.6,Sh,ShJ,Euclidean,0,none,gumbel,5.3,1,1000,1
150,5,0.6,Sh,ShJ,Supremum,0,none,gumbel,7.2,1,1000,1
150,5,0.6,I,ShJ,Euclidean,0,none,gumbel,3.05,1,2000,
150,5,0.6,I,ShJ,Supremum,0,none,gumbel,4.3,1,2000,
150,5,0.6,Sh,SbJ,Euclidean,0,none,gumbel,3,1,1000,1
150,5,0.6,Sh,SbJ,Supremum,0,none,gumbel,4.4,1,1000,1
150,5,0.6,I,SbJ,Euclidean,0,none,gumbel,3.8,1,1000,1
150,5,0.6,I,SbJ,Supremum,0,none,gumbel,4.2,1,1000,1
50,5,0.6,Sh,ShP,Euclidean,0.2,column,gumbel,96.6,1,1000,0.909
50,5,0.6,Sh,ShP,Supremum,0.2,column,gumbel,88.8,1,1000,0.909
50,5,0.6,I,ShP,Euclidean,0.2,column,gumbel,99.6,1,1000,0.909
50,5,0.6,I,ShP,Supremum,0.2,column,gumbel,97.2,1,1000,0.909
50,5,0.6,Sh,SbP,Euclidean,0.2,column,gumbel,97.5,1,1000,1
50,5,0.6,Sh,SbP,Supremum,0.2,column,gumbel,61.2,1,1000,1
50,5,0.6,I,SbP,Euclidean,0.2,column,gumbel,99.6,1,1000,1
50,5,0.6,I,SbP,Supremum,0.2,column,gumbel,91,1,1000,1
50,5,0.6,Sh,ShJ,Euclidean,0.2,column,gumbel,85.7,1,1000,1
50,5,0.6,Sh,ShJ,Supremum,0.2,column,gumbel,67.6,1,1000,1
50,5,0.6,I,ShJ,Euclidean,0.2,column,gumbel,99.15,1,2000,
50,5,0.6,I,ShJ,Supremum,0.2,column,gumbel,93.85,1,2000,
50,5,0.6,Sh,SbJ,Euclidean,0.2,column,gumbel,98.7,1,1000,1
50,5,0.6,Sh,SbJ,Supremum,0.2,column,gumbel,83.1,1,1000,1
50,5,0.6,I,SbJ,Euclidean,0.2,column,gumbel,99.6,1,1000,1
50,5,0.6,I,SbJ,Supremum,0.2,column,gumbel,95,1,1000,1
150,15,0.6,Sh,ShP,Euclidean,0.1,single,gumbel,100,1,1000,0
150,15,0.6,Sh,ShP,Supremum,0.1,single,gumbel,97.8,1,1000,0
150,15,0.6,I,ShP,Euclidean,0.1,single,gumbel,7.1,1,1000,0
150,15,0.6,I,ShP,Supremum,0.1,single,gumbel,55.9,1,1000,0
150,15,0.6,Sh,SbP,Euclidean,0.1,single,gumbel,38.1,1,1000,1
150,15,0.6,Sh,SbP,Supremum,0.1,single,gumbel,85.2,1,1000,1
150,15,0.6,I,SbP,Euclidean,0.1,single,gumbel,10.2,1,1000,1
150,15,0.6,I,SbP,Supremum,0.1,single,gumbel,59.6,1,1000,1
150,15,0.6,Sh,ShJ,Euclidean,0.1,single,gumbel,100,1,1000,1
150,15,0.6,Sh,ShJ,Supremum,0.1,single,gumbel,95.7,1,1000,1
150,15,0.6,I,ShJ,Euclidean,0.1,single,gumbel,4.4,1,2000,
150,15,0.6,I,ShJ,Supremum,0.1,single,gumbel,49.05,1,2000,
150,15,0.6,Sh,SbJ,Euclidean,0.1,single,gumbel,32.8,1,1000,1
150,15,0.6,Sh,SbJ,Supremum,0.1,single,gumbel,83.8,1,1000,1
150,15,0.6,I,SbJ,Euclidean,0.1,single,gumbel,9.6,1,1000,1
150,15,0.6,I,SbJ,Supremum,0.1,single,gumbel,57.1,1,1000,1
150,5,0.3,Sh,ShP,Euclidean,0.2,column,clayton,98.3,1,1000,1
150,5,0.3,Sh,ShP,Supremum,0.2,column,clayton,87.4,1,1000,1
150,5,0.3,I,ShP,Euclidean,0.2,column,clayton,99.8,1,1000,1
150,5,0.3,I,ShP,Supremum,0.2,column,clayton,98.2,1,1000,1
150,5,0.3,Sh,SbP,Euclidean,0.2,column,clayton,99.4,1,1000,1
150,5,0.3,Sh,SbP,Supremum,0.2,column,clayton,87.4,1,1000,1
150,5,0.3,I,SbP,Euclidean,0.2,column,clayton,99.8,1,1000,1
150,5,0.3,I,SbP,Supremum,0.2,column,clayton,97.5,1,1000,1
150,5,0.3,Sh,ShJ,Euclidean,0.2,column,clayton,97.6,1,1000,1
150,5,0.3,Sh,ShJ,Supremum,0.2,column,clayton,84.6,1,1000,1
150,5,0.3,I,ShJ,Euclidean,0.2,column,clayton,99.75,1,2000,
150,5,0.3,I,ShJ,Supremum,0.2,column,clayton,98.05,1,2000,
150,5,0.3,Sh,SbJ,Euclidean,0.2,column,clayton,99.6,1,1000,1
150,5,0.3,Sh,SbJ,Supremum,0.2,column,clayton,93.2,1,1000,1
150,5,0.3,I,SbJ,Euclidean,0.2,column,clayton,99.8,1,1000,1
150,5,0.3,I,SbJ,Supremum,0.2,column,clayton,97.9,1,1000,1
50,5,0.6,Sh,ShP,Euclidean,0.1,column,gumbel,65.8,1,1000,0.984
50,5,0.6,Sh,ShP,Supremum,0.1,column,gumbel,52.3,1,1000,0.984
50,5,0.6,I,ShP,Euclidean,0.1,column,gumbel,51.7,1,1000,0.984
50,5,0.6,I,ShP,Supremum,0.1,column,gumbel,40.1,1,1000,0.984
50,5,0.6,Sh,SbP,Euclidean,0.1,column,gumbel,32.9,1,1000,1
50,5,0.6,Sh,SbP,Supremum,0.1,column,gumbel,16,1,1000,1
50,5,0.6,I,SbP,Euclidean,0.1,column,gumbel,49,1,1000,1
50,5,0.6,I,SbP,Supremum,0.1,column,gumbel,26,1,1000,1
50,5,0.6,Sh,ShJ,Euclidean,0.1,column,gumbel,36.5,1,1000,1
50,5,0.6,Sh,ShJ,Supremum,0.1,column,gumbel,28.1,1,1000,1
50,5,0.6,I,ShJ,Euclidean,0.1,column,gumbel,38.05,1,2000,
50,5,0.6,I,ShJ,Supremum,0.1,column,gumbel,24.35,1,2000,
50,5,0.6,Sh,SbJ,Euclidean,0.1,column,gumbel,36.3,1,1000,1
